title,distance,id_x,address.locality,address.postal-code,address.street-address,location.latitude_x,location.longitude_x,key,mercator_x,id_y,name,address,dock_bikes,free_bases,location.longitude_y,location.latitude_y,mercator_y,point_of_interest_google_maps,BiciMad_google_maps,url_google_maps
Colegio Público Francisco Ruano,1586.038981504765,5166,MADRID,28053,CALLE ALMURADIEL 150,40.380085637390486,-3.673547648504667,1,POINT (4495090.571343089 -409217.9184321422),188,Méndez Álvaro,Calle Retama nº 5,15,9,-3.6758888,40.3941388,POINT (4496654.962248815 -409479.0711555289),Colegio+Público+Francisco+Ruano,Méndez+Álvaro,https://www.google.com/maps/dir/Colegio+Público+Francisco+Ruano/Bicimad+Méndez+Álvaro
Colegio Público Francisco de Goya,243.15175763412697,5162,MADRID,28011,CALLE ANTILLON 23,40.411189612846165,-3.727790340862767,1,POINT (4498553.050052461 -415268.8044680656),232,Caramuel,Calle Caramuel nº 51,5,18,-3.728533714316331,40.40913630273305,POINT (4498324.476616229 -415351.7319152079),Colegio+Público+Francisco+de+Goya,Caramuel,https://www.google.com/maps/dir/Colegio+Público+Francisco+de+Goya/Bicimad+Caramuel
Colegio Público Francisco de Luis,336.7530661815207,5163,MADRID,28030,CALLE CORREGIDOR RODRIGO RODRIGUEZ 5,40.40883801642817,-3.660292565776491,1,POINT (4498291.271536659 -407739.3422947747),226,Camino Vinateros,Calle Camino de los Vinateros nº 28,12,10,-3.65779,40.41053,POINT (4498479.622286306 -407460.1888912669),Colegio+Público+Francisco+de+Luis,Camino+Vinateros,https://www.google.com/maps/dir/Colegio+Público+Francisco+de+Luis/Bicimad+Camino+Vinateros
Colegio Público Francisco de Quevedo,126.55610683040013,5164,MADRID,28007,CALLE GRANADA 16,40.404727692050116,-3.679332106624429,1,POINT (4497833.712319899 -409863.1692460247),83,Puerta de Granada,Avenida de Menéndez Pelayo nº 38,12,12,-3.6803874,40.4051451,POINT (4497880.177960332 -409980.8866722419),Colegio+Público+Francisco+de+Quevedo,Puerta+de+Granada,https://www.google.com/maps/dir/Colegio+Público+Francisco+de+Quevedo/Bicimad+Puerta+de+Granada
Colegio Público Fray Junípero Serra,505.5330399439195,5167,MADRID,28038,CAMINO VALDERRIBAS 120,40.395309545329106,-3.658157243926342,1,POINT (4496785.2890227 -407501.1537565124),234,Sierra Toledana,Camino de Valderribas nº 94,10,14,-3.6607768678037744,40.39901531507069,POINT (4497197.81342333 -407793.364764792),Colegio+Público+Fray+Junípero+Serra,Sierra+Toledana,https://www.google.com/maps/dir/Colegio+Público+Fray+Junípero+Serra/Bicimad+Sierra+Toledana
Colegio Público Gabriela Mistral,3727.77869041903,176824,MADRID,28050,CALLE MIRALLOS 3,40.50774206131332,-3.6675525270094127,1,POINT (4509301.219450669 -408549.1727322087),257,Manuel Caldeiro,Paseo de la Castellana nº 298,9,15,-3.68532,40.47938,POINT (4506143.969227422 -410531.1174823334),Colegio+Público+Gabriela+Mistral,Manuel+Caldeiro,https://www.google.com/maps/dir/Colegio+Público+Gabriela+Mistral/Bicimad+Manuel+Caldeiro
Colegio Público Gandhi,830.9652051304188,5082,MADRID,28017,CALLE GANDHI 10,40.423746261606965,-3.6365082780370956,1,POINT (4499950.849798583 -405086.3106566241),223,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,13,10,-3.640994,40.429706,POINT (4500614.284841758 -405586.6676448087),Colegio+Público+Gandhi,Gutierre+de+Cetina,https://www.google.com/maps/dir/Colegio+Público+Gandhi/Bicimad+Gutierre+de+Cetina
Colegio Público Garcilaso de la Vega,3076.417702686928,5169,MADRID,28043,CALLE TREFACIO 18,40.46699372886275,-3.634108987557183,1,POINT (4504765.135831596 -404818.6843562887),238,Carlota O’Neill,Calle Carlota O'Neill nº 32,14,10,-3.648958444298144,40.44370542379883,POINT (4502172.693570442 -406475.0626355441),Colegio+Público+Garcilaso+de+la+Vega,Carlota+O’Neill,https://www.google.com/maps/dir/Colegio+Público+Garcilaso+de+la+Vega/Bicimad+Carlota+O’Neill
Colegio Público García Morente,2278.5255709487665,5168,MADRID,28053,RONDA SUR 229,40.37336648575158,-3.665482524950977,1,POINT (4494342.598804083 -408318.2685329804),236,Concordia,Calle Arroyo del Olivar nº 6,2,21,-3.6659362429356372,40.39382977920336,POINT (4496620.562211088 -408368.8797354235),Colegio+Público+García+Morente,Concordia,https://www.google.com/maps/dir/Colegio+Público+García+Morente/Bicimad+Concordia
Colegio Público Giner de los Ríos,1616.9256307486664,5171,MADRID,28053,CALLE MEMBEZAR 25,40.379529471156005,-3.6684765035279683,1,POINT (4495028.65920107 -408652.2404632372),236,Concordia,Calle Arroyo del Olivar nº 6,2,21,-3.6659362429356372,40.39382977920336,POINT (4496620.562211088 -408368.8797354235),Colegio+Público+Giner+de+los+Ríos,Concordia,https://www.google.com/maps/dir/Colegio+Público+Giner+de+los+Ríos/Bicimad+Concordia
Colegio Público Gloria Fuertes,2255.252676765645,5172,MADRID,28041,CALLE CENSO 3,40.369311628795366,-3.7051368370067617,1,POINT (4493891.214192478 -412741.7135515799),221,Glorieta de Cádiz,Calle Antonio López nº 129,12,12,-3.70017,40.38895,POINT (4496077.347674986 -412187.6512511889),Colegio+Público+Gloria+Fuertes,Glorieta+de+Cádiz,https://www.google.com/maps/dir/Colegio+Público+Gloria+Fuertes/Bicimad+Glorieta+de+Cádiz
Colegio Público Gonzalo Fernández de Córdoba,5904.14041528848,5174,MADRID,28024,CALLE ADANERO 3,40.39414213700213,-3.7792987452696023,1,POINT (4496655.333722193 -421015.0203629855),232,Caramuel,Calle Caramuel nº 51,5,18,-3.728533714316331,40.40913630273305,POINT (4498324.476616229 -415351.7319152079),Colegio+Público+Gonzalo+Fernández+de+Córdoba,Caramuel,https://www.google.com/maps/dir/Colegio+Público+Gonzalo+Fernández+de+Córdoba/Bicimad+Caramuel
Colegio Público Gonzalo de Berceo,1623.1592725549203,5173,MADRID,28025,AVENIDA ABRANTES 5,40.38471221481113,-3.722003386269505,1,POINT (4495605.599585671 -414623.2398628209),220,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,4,19,-3.716591,40.398247,POINT (4497112.284980891 -414019.4641230708),Colegio+Público+Gonzalo+de+Berceo,Marqués+de+Vadillo,https://www.google.com/maps/dir/Colegio+Público+Gonzalo+de+Berceo/Bicimad+Marqués+de+Vadillo
Colegio Público Guindalera,103.18422075091061,5176,MADRID,28028,CALLE BOSTON 3,40.437285997697046,-3.6670202290755864,1,POINT (4501458.086325606 -408489.7960116125),249,Camilo José Cela,Avenida de Camilo José Cela nº 23,8,16,-3.66779,40.4378,POINT (4501515.304800238 -408575.6623587617),Colegio+Público+Guindalera,Camilo+José+Cela,https://www.google.com/maps/dir/Colegio+Público+Guindalera/Bicimad+Camilo+José+Cela
Colegio Público Gustavo Adolfo Bécquer,329.80311446399156,5177,MADRID,28017,CALLE SANTA GENOVEVA 32,40.42401892228641,-3.6490417567786837,1,POINT (4499981.202246578 -406484.3557787761),242,Marqués de Corbera 52,Avenida Marqués de Corbera nº 52,7,17,-3.651034981803642,40.426207143200884,POINT (4500224.793884521 -406706.6915793895),Colegio+Público+Gustavo+Adolfo+Bécquer,Marqués+de+Corbera+52,https://www.google.com/maps/dir/Colegio+Público+Gustavo+Adolfo+Bécquer/Bicimad+Marqués+de+Corbera+52
Colegio Público Haití,3246.758330780944,5178,MADRID,28047,CALLE GUABAIRO 22,40.38607118178492,-3.7463468868792895,1,POINT (4495756.879097197 -417338.9114840334),232,Caramuel,Calle Caramuel nº 51,5,18,-3.728533714316331,40.40913630273305,POINT (4498324.476616229 -415351.7319152079),Colegio+Público+Haití,Caramuel,https://www.google.com/maps/dir/Colegio+Público+Haití/Bicimad+Caramuel
Colegio Público Hermanos Pinzón,4643.52139903896,5179,MADRID,28024,CALLE AZOR 4,40.398581785882875,-3.7688034732056224,1,POINT (4497149.553174898 -419844.1528538938),232,Caramuel,Calle Caramuel nº 51,5,18,-3.728533714316331,40.40913630273305,POINT (4498324.476616229 -415351.7319152079),Colegio+Público+Hermanos+Pinzón,Caramuel,https://www.google.com/maps/dir/Colegio+Público+Hermanos+Pinzón/Bicimad+Caramuel
Colegio Público Hernán Cortés,3230.123898599481,5180,MADRID,28047,CALLE LOS YEBENES 241,40.391183407465824,-3.7512812696024738,1,POINT (4496325.969456816 -417889.3823115547),232,Caramuel,Calle Caramuel nº 51,5,18,-3.728533714316331,40.40913630273305,POINT (4498324.476616229 -415351.7319152079),Colegio+Público+Hernán+Cortés,Caramuel,https://www.google.com/maps/dir/Colegio+Público+Hernán+Cortés/Bicimad+Caramuel
Colegio Público Honduras,2951.877112237802,5182,MADRID,28031,PASEO FEDERICO GARCIA LORCA 19,40.377750319496414,-3.6207727531375826,1,POINT (4494830.60494428 -403331.1212572579),229,Pavones,Calle Hacienda de Pavones nº 342,11,12,-3.634587,40.400368,POINT (4497348.393620864 -404872.003688147),Colegio+Público+Honduras,Pavones,https://www.google.com/maps/dir/Colegio+Público+Honduras/Bicimad+Pavones
Colegio Público Hortaleza,3201.685935952046,31747,MADRID,28043,CALLE VALDETORRES DE JARAMA 1,40.47244065719513,-3.647738240999276,1,POINT (4505371.485119944 -406338.9543870501),238,Carlota O’Neill,Calle Carlota O'Neill nº 32,14,10,-3.648958444298144,40.44370542379883,POINT (4502172.693570442 -406475.0626355441),Colegio+Público+Hortaleza,Carlota+O’Neill,https://www.google.com/maps/dir/Colegio+Público+Hortaleza/Bicimad+Carlota+O’Neill
Colegio Público Infanta Leonor,3293.1994903044433,176840,MADRID,28049,CALLE MONASTERIO DE EL PAULAR 140,40.499669521430285,-3.7114329556023478,1,POINT (4508402.588421481 -413444.0647972435),225,Pedro Rico,Calle Pedro Rico nº 4,2,22,-3.688463,40.481086,POINT (4506333.880278716 -410881.7202647889),Colegio+Público+Infanta+Leonor,Pedro+Rico,https://www.google.com/maps/dir/Colegio+Público+Infanta+Leonor/Bicimad+Pedro+Rico
Colegio Público Isaac Albéniz,987.7896122388271,5184,MADRID,28016,CALLE DRACENA 29,40.46422875441015,-3.6691267410574406,1,POINT (4504457.340283477 -408724.7732218882),262,Pío XII,Avenida Pío XII nº 3,5,18,-3.67712,40.46041,POINT (4504032.238487074 -409616.4103570179),Colegio+Público+Isaac+Albéniz,Pío+XII,https://www.google.com/maps/dir/Colegio+Público+Isaac+Albéniz/Bicimad+Pío+XII
Colegio Público Isaac Peral,2080.300778076727,5185,MADRID,28025,GLORIETA RUFINO NOVALVOS 5,40.38629580500656,-3.7309272123026656,1,POINT (4495781.884039851 -415618.7404166941),220,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,4,19,-3.716591,40.398247,POINT (4497112.284980891 -414019.4641230708),Colegio+Público+Isaac+Peral,Marqués+de+Vadillo,https://www.google.com/maps/dir/Colegio+Público+Isaac+Peral/Bicimad+Marqués+de+Vadillo
Colegio Público Isabel la Católica,78.21756507546027,5186,MADRID,28004,CALLE BARCELO 2,40.426642215368176,-3.699722994908341,1,POINT (4500273.225896643 -412137.7869387466),58,Barceló,Calle Barceló nº 7,17,2,-3.700423,40.4266828,POINT (4500277.743757191 -412215.8739185985),Colegio+Público+Isabel+la+Católica,Barceló,https://www.google.com/maps/dir/Colegio+Público+Isabel+la+Católica/Bicimad+Barceló
Colegio Público Jaime Balmes,851.4809763964519,5190,MADRID,28053,CALLE SIERRA DE LA SOLANA 2,40.3879037093727,-3.6707625153722523,1,POINT (4495960.875135134 -408907.2409663684),236,Concordia,Calle Arroyo del Olivar nº 6,2,21,-3.6659362429356372,40.39382977920336,POINT (4496620.562211088 -408368.8797354235),Colegio+Público+Jaime+Balmes,Concordia,https://www.google.com/maps/dir/Colegio+Público+Jaime+Balmes/Bicimad+Concordia
Colegio Público Jaime Vera,119.02399567869811,5191,MADRID,28020,CALLE BRAVO MURILLO 162,40.45247841346628,-3.702962807620527,1,POINT (4503149.298312957 -412499.1950994805),213,Estrecho,Calle Navarra nº 1,2,20,-3.7032777,40.4535,POINT (4503263.020805692 -412534.3221003983),Colegio+Público+Jaime+Vera,Estrecho,https://www.google.com/maps/dir/Colegio+Público+Jaime+Vera/Bicimad+Estrecho
Colegio Público Javier de Miguel,1293.4742436108252,5192,MADRID,28018,CALLE JAVIER DE MIGUEL 90,40.38617971853788,-3.657208307609012,1,POINT (4495768.96135327 -407395.3030317946),236,Concordia,Calle Arroyo del Olivar nº 6,2,21,-3.6659362429356372,40.39382977920336,POINT (4496620.562211088 -408368.8797354235),Colegio+Público+Javier+de+Miguel,Concordia,https://www.google.com/maps/dir/Colegio+Público+Javier+de+Miguel/Bicimad+Concordia
Colegio Público Joaquín Costa,377.55155863257926,5193,MADRID,28005,PASEO PONTONES 8,40.40555135378083,-3.7145657673590473,1,POINT (4497925.401924348 -413793.5413751192),244,Paseo Imperial,Paseo Imperial nº 20,11,12,-3.7172213778842007,40.40765396169372,POINT (4498159.463166549 -414089.7853865778),Colegio+Público+Joaquín+Costa,Paseo+Imperial,https://www.google.com/maps/dir/Colegio+Público+Joaquín+Costa/Bicimad+Paseo+Imperial
Colegio Público Joaquín Dicenta,1165.9198913869375,5194,MADRID,28011,PASEO OLIVOS 70,40.40563593391012,-3.7383841619985705,1,POINT (4497934.817341271 -416450.610817804),232,Caramuel,Calle Caramuel nº 51,5,18,-3.728533714316331,40.40913630273305,POINT (4498324.476616229 -415351.7319152079),Colegio+Público+Joaquín+Dicenta,Caramuel,https://www.google.com/maps/dir/Colegio+Público+Joaquín+Dicenta/Bicimad+Caramuel
Colegio Público Joaquín Turina,2123.1470443631533,6025,MADRID,28033,CALLE ARTURO SORIA 332,40.480641242461274,-3.66632834447267,1,POINT (4506284.370095978 -408412.6177848832),257,Manuel Caldeiro,Paseo de la Castellana nº 298,9,15,-3.68532,40.47938,POINT (4506143.969227422 -410531.1174823334),Colegio+Público+Joaquín+Turina,Manuel+Caldeiro,https://www.google.com/maps/dir/Colegio+Público+Joaquín+Turina/Bicimad+Manuel+Caldeiro
Colegio Público Jorge Guillén,1791.6291464722306,5195,MADRID,28029,AVENIDA EL FERROL 47,40.47531422517472,-3.7077074438048214,1,POINT (4505691.369244192 -413028.4719814222),215,Remonta,Calle Azucenas nº 1,4,11,-3.6973333,40.4630277,POINT (4504323.639518123 -411871.2121165185),Colegio+Público+Jorge+Guillén,Remonta,https://www.google.com/maps/dir/Colegio+Público+Jorge+Guillén/Bicimad+Remonta
Colegio Público Jorge Manrique,747.7660121205145,5196,MADRID,28026,PLAZA PINTOR LUCAS 17,40.38810858515369,-3.710375518289677,1,POINT (4495983.681802749 -413326.1040880405),235,San Delfín,Calle San Delfín nº 9,3,21,-3.7080429728445563,40.39440607959559,POINT (4496684.715677296 -413065.9012525062),Colegio+Público+Jorge+Manrique,San+Delfín,https://www.google.com/maps/dir/Colegio+Público+Jorge+Manrique/Bicimad+San+Delfín
Colegio Público Josep Tarradellas,3764.0869200431853,5430866,MADRID,28050,CALLE TRIACASTELA 1,40.50973426099199,-3.670452271301756,1,POINT (4509522.990104456 -408872.6337609162),257,Manuel Caldeiro,Paseo de la Castellana nº 298,9,15,-3.68532,40.47938,POINT (4506143.969227422 -410531.1174823334),Colegio+Público+Josep+Tarradellas,Manuel+Caldeiro,https://www.google.com/maps/dir/Colegio+Público+Josep+Tarradellas/Bicimad+Manuel+Caldeiro
Colegio Público José Bergamín,1815.0663802991685,5197,MADRID,28034,CALLE BRAILLE 19,40.495510999757265,-3.6960480794830053,1,POINT (4507939.663906387 -411727.8437226811),225,Pedro Rico,Calle Pedro Rico nº 4,2,22,-3.688463,40.481086,POINT (4506333.880278716 -410881.7202647889),Colegio+Público+José+Bergamín,Pedro+Rico,https://www.google.com/maps/dir/Colegio+Público+José+Bergamín/Bicimad+Pedro+Rico
Colegio Público José Calvo Sotelo,70.93320407186157,5198,MADRID,28007,AVENIDA CIUDAD DE BARCELONA 83,40.4008413126834,-3.6737662524006756,1,POINT (4497401.082547765 -409242.3034132036),82,Pedro Bosch,Calle Cerro de la Plata nº 2,19,4,-3.6744,40.400789,POINT (4497395.259126488 -409312.9971696784),Colegio+Público+José+Calvo+Sotelo,Pedro+Bosch,https://www.google.com/maps/dir/Colegio+Público+José+Calvo+Sotelo/Bicimad+Pedro+Bosch
Colegio Público José María de Pereda,1374.2687730359116,5200,MADRID,28053,CALLE MESTANZA 94,40.381834618749636,-3.6748845263872902,1,POINT (4495285.267057396 -409367.0455194183),188,Méndez Álvaro,Calle Retama nº 5,15,9,-3.6758888,40.3941388,POINT (4496654.962248815 -409479.0711555289),Colegio+Público+José+María+de+Pereda,Méndez+Álvaro,https://www.google.com/maps/dir/Colegio+Público+José+María+de+Pereda/Bicimad+Méndez+Álvaro
Colegio Público José Ortega y Gasset,383.8008773578655,5201,MADRID,28020,CALLE ORENSE 87,40.461603417432755,-3.6942000296394557,1,POINT (4504165.089107992 -411521.6911859465),215,Remonta,Calle Azucenas nº 1,4,11,-3.6973333,40.4630277,POINT (4504323.639518123 -411871.2121165185),Colegio+Público+José+Ortega+y+Gasset,Remonta,https://www.google.com/maps/dir/Colegio+Público+José+Ortega+y+Gasset/Bicimad+Remonta
Colegio Público José de Echegaray,4218.226594150226,6518289,MADRID,28051,CALLE PUENTEDEY 14,40.368261154491805,-3.614501949365195,1,POINT (4493774.275927913 -402631.6648038403),229,Pavones,Calle Hacienda de Pavones nº 342,11,12,-3.634587,40.400368,POINT (4497348.393620864 -404872.003688147),Colegio+Público+José+de+Echegaray,Pavones,https://www.google.com/maps/dir/Colegio+Público+José+de+Echegaray/Bicimad+Pavones
Colegio Público Jovellanos,6927.774621509151,5202,MADRID,28044,CALLE MONROY 34,40.379270096494,-3.783014879023733,1,POINT (4494999.785745771 -421429.6009350468),232,Caramuel,Calle Caramuel nº 51,5,18,-3.728533714316331,40.40913630273305,POINT (4498324.476616229 -415351.7319152079),Colegio+Público+Jovellanos,Caramuel,https://www.google.com/maps/dir/Colegio+Público+Jovellanos/Bicimad+Caramuel
Colegio Público Juan Gris,3637.4061545849336,5204,MADRID,28031,CALLE MUELA DE SAN JUAN 31,40.372633463040025,-3.6173451376298167,1,POINT (4494260.999089092 -402948.7984108561),229,Pavones,Calle Hacienda de Pavones nº 342,11,12,-3.634587,40.400368,POINT (4497348.393620864 -404872.003688147),Colegio+Público+Juan+Gris,Pavones,https://www.google.com/maps/dir/Colegio+Público+Juan+Gris/Bicimad+Pavones
Colegio Público Juan Ramón Jiménez,550.02745540171,5205,MADRID,28039,CALLE MARQUES DE VIANA 58,40.46327856245691,-3.7032287227178435,1,POINT (4504351.565399086 -412528.8585661702),214,Metro Tetuán,Calle Marqués de Viana nº 3,3,18,-3.6989925,40.4607502,POINT (4504070.109377841 -412056.2988241261),Colegio+Público+Juan+Ramón+Jiménez,Metro+Tetuán,https://www.google.com/maps/dir/Colegio+Público+Juan+Ramón+Jiménez/Bicimad+Metro+Tetuán
Colegio Público Juan Sebastián Elcano,383.95960162382937,5206,MADRID,28026,CALLE MIRASIERRA 29,40.38904382319174,-3.704765272620041,1,POINT (4496087.792024916 -412700.2645664566),230,Antonio López,Calle Eugenio Caxes frente al nº 12,17,7,-3.7026789,40.3917871,POINT (4496393.172202316 -412467.5245335224),Colegio+Público+Juan+Sebastián+Elcano,Antonio+López,https://www.google.com/maps/dir/Colegio+Público+Juan+Sebastián+Elcano/Bicimad+Antonio+López
Colegio Público Juan Zaragüeta,3742.6398015658788,5207,MADRID,28033,CALLE VIA DE LOS POBLADOS 19,40.47210978701385,-3.631007402473766,1,POINT (4505334.652819845 -404472.7224073652),238,Carlota O’Neill,Calle Carlota O'Neill nº 32,14,10,-3.648958444298144,40.44370542379883,POINT (4502172.693570442 -406475.0626355441),Colegio+Público+Juan+Zaragüeta,Carlota+O’Neill,https://www.google.com/maps/dir/Colegio+Público+Juan+Zaragüeta/Bicimad+Carlota+O’Neill
Colegio Público Juan de la Cierva,3876.4549426683798,5203,MADRID,28041,CALLE VILLARROSA 7,40.354436009188994,-3.690461923731924,1,POINT (4492235.267792662 -411104.7015722573),243,Embajadores 191,Calle Sodio nº 1B,8,16,-3.6903589643353483,40.389258643579105,POINT (4496111.70572105 -411093.2163689993),Colegio+Público+Juan+de+la+Cierva,Embajadores+191,https://www.google.com/maps/dir/Colegio+Público+Juan+de+la+Cierva/Bicimad+Embajadores+191
Colegio Público Julián Besteiro,2348.7332255043293,5208,MADRID,28025,AVENIDA ABRANTES 79,40.38059274136839,-3.7281206806824976,1,POINT (4495147.021899688 -415305.6557053195),220,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,4,19,-3.716591,40.398247,POINT (4497112.284980891 -414019.4641230708),Colegio+Público+Julián+Besteiro,Marqués+de+Vadillo,https://www.google.com/maps/dir/Colegio+Público+Julián+Besteiro/Bicimad+Marqués+de+Vadillo
Colegio Público Julián Marías,4294.62289616082,176859,MADRID,28022,CALLE BUDAPEST 11,40.42714432750662,-3.6025767698118516,1,POINT (4500329.120764215 -401301.5226917053),223,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,13,10,-3.640994,40.429706,POINT (4500614.284841758 -405586.6676448087),Colegio+Público+Julián+Marías,Gutierre+de+Cetina,https://www.google.com/maps/dir/Colegio+Público+Julián+Marías/Bicimad+Gutierre+de+Cetina
Colegio Público La Alameda,3737.422301551575,5153,MADRID,28022,CALLE MUSAS 9,40.43753723503757,-3.6084115811852313,1,POINT (4501486.053938421 -401952.3390820288),223,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,13,10,-3.640994,40.429706,POINT (4500614.284841758 -405586.6676448087),Colegio+Público+La+Alameda,Gutierre+de+Cetina,https://www.google.com/maps/dir/Colegio+Público+La+Alameda/Bicimad+Gutierre+de+Cetina
Colegio Público La Dehesa del Príncipe,7996.76327834091,6023,MADRID,28024,PASEO LANCEROS 4,40.37977209501616,-3.7939529685128695,1,POINT (4495055.667965637 -422649.8901031094),232,Caramuel,Calle Caramuel nº 51,5,18,-3.728533714316331,40.40913630273305,POINT (4498324.476616229 -415351.7319152079),Colegio+Público+La+Dehesa+del+Príncipe,Caramuel,https://www.google.com/maps/dir/Colegio+Público+La+Dehesa+del+Príncipe/Bicimad+Caramuel
